dbID,band,n_obs,baseline,mean_mag,std_mag,mjd_min,mjd_max
1008737,g,63,3336.956134,20.364269841269845,0.33167344842787494,51075.363285,54412.319419
1008739,r,56,3310.0414999999994,19.91878571428572,0.06034150262278449,51081.3429,54391.3844
1008739,g,50,3310.0415000000066,20.02252,0.0585696986504114,51081.346233,54391.387733
1009363,r,115,3336.956119000002,19.775591304347824,0.13468003277670174,51075.354406,54412.310525
1009363,g,109,3336.956119000002,20.03666972477064,0.16941448304398857,51075.357739,54412.313858
1009473,r,66,3336.9561329999997,20.186242424242423,0.10674907715250244,51075.360046,54412.316179
1009473,g,64,3336.9561329999997,20.130875000000003,0.15150665208168226,51075.363379,54412.319512
1009853,r,127,3336.9561440000034,18.861015748031495,0.06195909042148508,51075.366222,54412.322366
1009853,g,122,3336.9561440000034,18.958065573770497,0.0710825815864805,51075.369555,54412.325699
1010231,r,57,3321.0338460000057,20.388280701754386,0.13461455753841026,51081.339402,54402.373248
1010231,g,56,3321.033846999999,20.469553571428573,0.1425290596488582,51081.342735,54402.376582
1010581,r,127,3336.956134,19.177377952755904,0.0975800845446744,51075.361667,54412.317801
1010581,g,124,3336.956134,19.304024193548386,0.12274662229829363,51075.365,54412.321134
1010882,r,59,3321.0338740000007,19.331288135593223,0.1349762126999756,51081.342071,54402.375945
1010882,g,60,3321.0338740000007,19.628966666666663,0.19744948439762713,51081.345404,54402.379278
1010945,r,67,3336.956143999996,20.651671641791044,0.09906885711233016,51075.360223,54412.316367
1010945,g,66,3336.9561440000034,20.752954545454543,0.11361036975427233,51075.363556,54412.3197
101129,r,54,3321.033859999996,19.92948148148148,0.1188405001330745,51081.290007,54402.323867
101129,g,53,2582.9627420000033,20.000660377358493,0.12627686613395303,51819.364458,54402.3272
1011389,r,66,3336.956140000002,18.894772727272727,0.10550725889928504,51075.356539,54412.312679
